10000257.SH,true,上证50ETF1507C2.7,2015/6/29,2015/7/22,2.7,10000,24,2015/6/29
10000258.SH,false,上证50ETF1507P2.6,2015/6/29,2015/7/22,2.6,10000,24,2015/6/29
10000259.SH,false,上证50ETF1507P2.65,2015/6/29,2015/7/22,2.65,10000,24,2015/6/29
10000260.SH,false,上证50ETF1507P2.7,2015/6/29,2015/7/22,2.7,10000,24,2015/6/29
10000261.SH,true,上证50ETF1508C2.6,2015/6/29,2015/8/26,2.6,10000,59,2015/6/29
10000262.SH,true,上证50ETF1508C2.65,2015/6/29,2015/8/26,2.65,10000,59,2015/6/29
10000263.SH,true,上证50ETF1508C2.7,2015/6/29,2015/8/26,2.7,10000,59,2015/6/29
10000264.SH,true,上证50ETF1508C2.75,2015/6/29,2015/8/26,2.75,10000,59,2015/6/29
10000265.SH,false,上证50ETF1508P2.6,2015/6/29,2015/8/26,2.6,10000,59,2015/6/29
10000266.SH,false,上证50ETF1508P2.65,2015/6/29,2015/8/26,2.65,10000,59,2015/6/29
10000267.SH,false,上证50ETF1508P2.7,2015/6/29,2015/8/26,2.7,10000,59,2015/6/29
10000268.SH,false,上证50ETF1508P2.75,2015/6/29,2015/8/26,2.75,10000,59,2015/6/29
10000269.SH,true,上证50ETF1512C2.6,2015/6/29,2015/12/23,2.6,10000,178,2015/6/29
10000270.SH,true,上证50ETF1512C2.65,2015/6/29,2015/12/23,2.65,10000,178,2015/6/29
